CEMSUnit,Plant Code,Boiler ID,Generator ID,Unit Code,Unit Code Method,CCUnit
7710_3B,7710,3B,ST3,G100,2,7710_G100
7710_3A,7710,3A,ST3,G100,2,7710_G100
7710_1A,7710,1A,ST1,G481,2,7710_G481
7710_1B,7710,1B,ST1,G481,2,7710_G481
7710_2A,7710,2A,ST2,G501,2,7710_G501
7710_2B,7710,2B,ST2,G501,2,7710_G501
7721_CC1,7721,CC1,,G525,5,7721_G525
7757_2,7757,2,3,CC1,2,7757_CC1
7757_1,7757,1,3,CC1,2,7757_CC1
7757_3,7757,3,6,CC2,2,7757_CC2
7757_4,7757,4,6,CC2,2,7757_CC2
7762_HRSG1,7762,HRSG1,,HRSG1,1,7762_HRSG1
7762_HRSG2,7762,HRSG2,,HRSG2,1,7762_HRSG2
7805_8,7805,8,8,1,6,7805_1
7805_7,7805,7,7,1,6,7805_1
7805_10,7805,10,10,2,6,7805_2
7805_9,7805,9,9,2,6,7805_2
7826_5,7826,5,STG,G102,2,7826_G102
7826_4,7826,4,STG,G102,2,7826_G102
7834_CT1B,7834,CT1B,CT1B,PB1,6,7834_PB1
7834_CT1A,7834,CT1A,CT1A,PB1,6,7834_PB1
7845_LCC2,7845,LCC2,,CC1,5,7845_CC1
7845_LCC1,7845,LCC1,,CC1,5,7845_CC1
7846_2,7846,2,,CC1,5,7846_CC1
7846_3,7846,3,,CC1,5,7846_CC1
7870_CT1,7870,CT1,,CC1,5,7870_CC1
7870_CT2,7870,CT2,,CC1,5,7870_CC1
7870_CT3,7870,CT3,,CC1,5,7870_CC1
7873_CT1A,7873,CT1A,1A,CC1,6,7873_CC1
7873_CT1C,7873,CT1C,1C,CC1,6,7873_CC1
7873_CT1B,7873,CT1B,1B,CC1,6,7873_CC1
7873_CT2B,7873,CT2B,2B,CC2,6,7873_CC2
7873_CT2C,7873,CT2C,2C,CC2,6,7873_CC2
7873_CT2D,7873,CT2D,2D,CC2,6,7873_CC2
7873_CT2A,7873,CT2A,2A,CC2,6,7873_CC2
7887_SVGS3,7887,SVGS3,,CC1,5,7887_CC1
7887_SVGS2,7887,SVGS2,,CC1,5,7887_CC1
7897_1B,7897,1B,ST1,G103,2,7897_G103
7897_1A,7897,1A,ST1,G103,2,7897_G103
7897_2B,7897,2B,ST2,G104,2,7897_G104
7897_2A,7897,2A,ST2,G104,2,7897_G104
7900_SH5,7900,SH5,,CC1,5,7900_CC1
7917_8B,7917,8B,3,2224,2,7917_2224
7917_8A,7917,8A,3,2224,2,7917_2224
7946_CT9A,7946,CT9A,,CC1,5,7946_CC1
7946_CT9B,7946,CT9B,,CC1,5,7946_CC1
7985_2,7985,2,,CC1,5,7985_CC1
7985_1,7985,1,,CC1,5,7985_CC1
7999_2,7999,2,,CC01,5,7999_CC01
7999_1,7999,1,,CC01,5,7999_CC01
8000_2,8000,2,,CC1,5,8000_CC1
8000_1,8000,1,,CC1,5,8000_CC1
8031_12,8031,12,,G821,5,8031_G821
8031_11,8031,11,,G821,5,8031_G821
8059_7252,8059,7252,1S,CC1,2,8059_CC1
8059_7251,8059,7251,1S,CC1,2,8059_CC1
8068_5A,8068,5A,ST5S,STS5,2,8068_STS5
8068_5B,8068,5B,ST5S,STS5,2,8068_STS5
8068_6A,8068,6A,ST6S,STS6,2,8068_STS6
862_CT01,862,CT01,1,CC01,6,862_CC01
862_CT02,862,CT02,2,CC02,6,862_CC02
